Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost
336,CA-1336,2025-05-27,2025-05-22,Second Class,CUST-159,USA,Melissaberg,Pennsylvania,59310,Sugar,South,P-011,Everlasting Gobstopper,166,24,73,93
337,CA-1337,2026-03-30,2025-07-26,First Class,CUST-098,USA,North Johnfort,Alabama,48034,Sugar,West,P-011,Everlasting Gobstopper,627,20,162,465
338,CA-1338,2025-04-21,2026-01-18,Second Class,CUST-094,USA,Tatemouth,Louisiana,75332,Chocolate,West,P-005,Wonka Bar - Triple Dazzle Caramel,699,9,174,525
339,CA-1339,2025-10-27,2025-12-28,Second Class,CUST-103,USA,Martinezbury,New Hampshire,67400,Sugar,West,P-008,Nerds,691,10,270,421
340,CA-1340,2025-07-07,2026-01-07,First Class,CUST-131,USA,Vasquezhaven,New Jersey,11577,Sugar,East,P-006,Laffy Taffy,377,9,176,201
341,CA-1341,2026-02-16,2026-01-29,Second Class,CUST-103,USA,New Toddville,Indiana,93479,Other,Central,P-010,Fizzy Lifting Drinks,752,6,376,376
342,CA-1342,2025-06-12,2025-04-24,First Class,CUST-206,USA,West Morganport,Indiana,33921,Chocolate,East,P-003,Wonka Bar - Scrumdiddlyumptious,593,27,50,543
343,CA-1343,2025-05-22,2025-11-09,Standard Class,CUST-272,USA,Cohenshire,Maryland,43729,Other,East,P-015,Kazookles,141,20,68,73
344,CA-1344,2025-10-24,2025-05-22,First Class,CUST-286,USA,South Jerry,Colorado,97958,Sugar,East,P-007,SweeTARTS,964,7,261,703
345,CA-1345,2026-03-05,2026-03-10,Standard Class,CUST-284,USA,North Jessica,Georgia,38667,Other,West,P-013,Lickable Wallpaper,483,12,254,229
346,CA-1346,2026-02-16,2026-03-11,First Class,CUST-212,USA,Richardsonborough,Vermont,55032,Sugar,South,P-007,SweeTARTS,605,24,109,496
347,CA-1347,2025-06-11,2025-11-12,Standard Class,CUST-007,USA,South Paulside,Minnesota,69676,Other,East,P-014,Wonka Gum,617,10,564,53
348,CA-1348,2026-01-12,2025-06-27,Standard Class,CUST-235,USA,North Sarahton,New Mexico,63893,Chocolate,South,P-001,Wonka Bar - Nutty Crunch Surprise,594,30,239,355
349,CA-1349,2026-03-13,2026-02-05,First Class,CUST-129,USA,Shannonbury,South Carolina,68476,Sugar,West,P-012,Hair Toffee,134,22,75,59
350,CA-1350,2025-11-19,2025-04-30,First Class,CUST-281,USA,Donnabury,New Jersey,24535,Other,South,P-015,Kazookles,615,15,328,287
351,CA-1351,2025-07-15,2025-12-19,Standard Class,CUST-296,USA,Lake Trevor,Delaware,23501,Chocolate,Central,P-003,Wonka Bar - Scrumdiddlyumptious,565,11,283,282
352,CA-1352,2025-07-30,2025-12-05,Second Class,CUST-036,USA,West Kimberlytown,Louisiana,43949,Chocolate,South,P-002,Wonka Bar - Fudge Mallows,705,18,543,162
353,CA-1353,2026-03-18,2025-08-18,Standard Class,CUST-213,USA,Johnshire,Missouri,92852,Other,South,P-015,Kazookles,129,26,26,103
354,CA-1354,2025-08-16,2026-03-24,Standard Class,CUST-293,USA,North Davidview,Alaska,18745,Chocolate,South,P-005,Wonka Bar - Triple Dazzle Caramel,173,25,99,74
355,CA-1355,2025-05-27,2025-11-25,First Class,CUST-283,USA,Laceyport,Ohio,41885,Other,Central,P-010,Fizzy Lifting Drinks,301,12,174,127
356,CA-1356,2025-12-13,2025-12-09,First Class,CUST-041,USA,East Christopherport,Louisiana,73057,Other,West,P-010,Fizzy Lifting Drinks,853,17,659,194
357,CA-1357,2026-02-14,2025-07-21,First Class,CUST-254,USA,Williamschester,Vermont,38328,Sugar,Central,P-009,Fun Dip,764,25,280,484
358,CA-1358,2025-12-16,2025-10-10,First Class,CUST-165,USA,North Jeffreytown,North Dakota,74564,Sugar,West,P-006,Laffy Taffy,168,19,48,120
359,CA-1359,2025-09-26,2025-10-11,First Class,CUST-280,USA,Rhodestown,Ohio,88054,Other,West,P-015,Kazookles,125,14,73,52
360,CA-1360,2025-04-08,2025-12-26,Second Class,CUST-253,USA,Garciabury,Indiana,86746,Other,West,P-013,Lickable Wallpaper,767,5,38,729
361,CA-1361,2025-10-16,2025-07-21,Standard Class,CUST-082,USA,Brandonhaven,Alabama,03224,Other,West,P-010,Fizzy Lifting Drinks,472,26,20,452
362,CA-1362,2026-01-22,2025-06-28,Standard Class,CUST-140,USA,Mitchellfurt,Oregon,29418,Sugar,Central,P-008,Nerds,561,15,86,475
363,CA-1363,2025-06-20,2025-11-18,First Class,CUST-252,USA,Morrisonchester,Colorado,64866,Sugar,South,P-012,Hair Toffee,781,12,163,618
364,CA-1364,2025-10-27,2025-06-11,Second Class,CUST-230,USA,South Edward,South Carolina,00962,Chocolate,East,P-002,Wonka Bar - Fudge Mallows,973,14,524,449
365,CA-1365,2025-11-03,2025-09-24,Standard Class,CUST-111,USA,Atkinsonborough,North Dakota,36407,Other,South,P-014,Wonka Gum,244,20,101,143
366,CA-1366,2025-05-29,2025-11-04,First Class,CUST-043,USA,Melissaville,Maryland,55342,Chocolate,South,P-004,Wonka Bar - Milk Chocolate,365,9,250,115
367,CA-1367,2026-02-06,2026-03-15,First Class,CUST-290,USA,Kyleside,Arkansas,57927,Chocolate,South,P-003,Wonka Bar - Scrumdiddlyumptious,143,23,67,76
368,CA-1368,2026-03-25,2026-03-25,Standard Class,CUST-204,USA,Antoniomouth,Alabama,04005,Sugar,South,P-012,Hair Toffee,725,30,240,485
369,CA-1369,2025-08-20,2025-12-22,Standard Class,CUST-284,USA,Lake Ryanstad,Washington,21991,Sugar,West,P-012,Hair Toffee,263,15,61,202
370,CA-1370,2025-12-07,2025-04-22,Second Class,CUST-087,USA,Leachport,Tennessee,13580,Sugar,Central,P-011,Everlasting Gobstopper,269,21,63,206
371,CA-1371,2025-05-25,2025-08-26,First Class,CUST-033,USA,Camposville,New Hampshire,37381,Sugar,East,P-012,Hair Toffee,161,13,28,133
372,CA-1372,2025-07-15,2025-06-19,Second Class,CUST-152,USA,New Andrea,Tennessee,37542,Chocolate,East,P-003,Wonka Bar - Scrumdiddlyumptious,615,5,429,186
373,CA-1373,2025-05-28,2025-08-26,Second Class,CUST-267,USA,Josephville,Wyoming,56599,Sugar,Central,P-009,Fun Dip,563,15,368,195
374,CA-1374,2025-10-14,2025-12-16,Second Class,CUST-288,USA,New Richard,Minnesota,70116,Sugar,South,P-009,Fun Dip,336,25,237,99
375,CA-1375,2025-04-01,2025-10-11,Standard Class,CUST-196,USA,New Robertfurt,Pennsylvania,96252,Sugar,Central,P-007,SweeTARTS,837,5,672,165
376,CA-1376,2025-09-14,2025-08-02,Standard Class,CUST-183,USA,North Matthewport,Alaska,30373,Sugar,West,P-006,Laffy Taffy,554,11,107,447
377,CA-1377,2025-04-18,2025-09-09,First Class,CUST-191,USA,Lake Jamesborough,Pennsylvania,51825,Sugar,Central,P-012,Hair Toffee,751,29,422,329
378,CA-1378,2025-10-01,2026-01-18,Second Class,CUST-216,USA,Port Joseph,Vermont,59543,Other,South,P-014,Wonka Gum,471,18,120,351
379,CA-1379,2025-10-31,2026-01-03,First Class,CUST-001,USA,West Amandashire,Texas,86036,Other,Central,P-013,Lickable Wallpaper,451,18,357,94
380,CA-1380,2025-12-17,2025-10-03,Standard Class,CUST-145,USA,Kimberlyton,Utah,38402,Sugar,South,P-007,SweeTARTS,814,25,625,189
381,CA-1381,2026-02-24,2025-08-19,Standard Class,CUST-290,USA,Lynchmouth,Oregon,11989,Sugar,South,P-006,Laffy Taffy,857,17,587,270
382,CA-1382,2026-03-09,2025-11-28,First Class,CUST-229,USA,Russellville,Florida,37202,Sugar,West,P-008,Nerds,651,25,94,557
383,CA-1383,2026-01-10,2026-01-09,Second Class,CUST-081,USA,Dillonville,Maryland,51451,Chocolate,Central,P-001,Wonka Bar - Nutty Crunch Surprise,276,16,134,142
384,CA-1384,2025-09-01,2025-07-04,Standard Class,CUST-121,USA,Warnertown,Montana,80213,Chocolate,West,P-002,Wonka Bar - Fudge Mallows,572,26,315,257
385,CA-1385,2025-11-11,2025-08-11,Second Class,CUST-248,USA,Millshaven,Michigan,77805,Other,West,P-015,Kazookles,264,6,188,76
386,CA-1386,2026-03-25,2025-07-04,Standard Class,CUST-001,USA,New Lauraside,Arizona,58943,Chocolate,Central,P-002,Wonka Bar - Fudge Mallows,622,22,510,112
387,CA-1387,2025-08-04,2025-07-12,Second Class,CUST-173,USA,Lisastad,Minnesota,58754,Sugar,South,P-006,Laffy Taffy,771,11,65,706
388,CA-1388,2025-06-17,2025-08-15,First Class,CUST-139,USA,Lake Davidmouth,Minnesota,77188,Sugar,Central,P-012,Hair Toffee,107,12,29,78
389,CA-1389,2025-10-15,2025-07-02,Standard Class,CUST-185,USA,West Brittany,Wyoming,99664,Sugar,West,P-007,SweeTARTS,688,11,70,618
390,CA-1390,2025-09-03,2025-10-25,First Class,CUST-113,USA,Harrisberg,Colorado,15402,Sugar,Central,P-011,Everlasting Gobstopper,840,15,523,317
391,CA-1391,2025-04-03,2025-06-17,First Class,CUST-142,USA,Marybury,Arkansas,29093,Other,East,P-013,Lickable Wallpaper,898,15,331,567
392,CA-1392,2026-03-02,2025-08-19,First Class,CUST-017,USA,Tinaberg,Alabama,68375,Chocolate,West,P-004,Wonka Bar - Milk Chocolate,118,7,55,63
393,CA-1393,2025-08-20,2026-02-01,First Class,CUST-224,USA,Johnland,Vermont,78996,Sugar,East,P-008,Nerds,178,7,109,69
394,CA-1394,2025-05-06,2026-02-28,First Class,CUST-109,USA,Nathanhaven,Louisiana,39157,Other,East,P-014,Wonka Gum,217,25,160,57
395,CA-1395,2025-07-13,2025-12-10,Standard Class,CUST-152,USA,West Madison,Virginia,16713,Chocolate,East,P-005,Wonka Bar - Triple Dazzle Caramel,120,27,34,86
396,CA-1396,2026-02-16,2025-04-11,First Class,CUST-234,USA,Christinemouth,Kansas,50258,Other,West,P-015,Kazookles,411,21,70,341
397,CA-1397,2025-06-07,2026-01-05,First Class,CUST-255,USA,Jeffreyberg,New Jersey,59527,Chocolate,East,P-002,Wonka Bar - Fudge Mallows,122,12,49,73
398,CA-1398,2026-03-16,2025-06-25,Standard Class,CUST-101,USA,Ashleyport,South Dakota,16221,Sugar,South,P-011,Everlasting Gobstopper,403,5,307,96
399,CA-1399,2025-12-11,2025-10-09,First Class,CUST-087,USA,Alyssabury,Arizona,78929,Other,South,P-015,Kazookles,475,30,208,267
400,CA-1400,2025-07-26,2025-05-12,First Class,CUST-026,USA,West Kevin,Arizona,61280,Sugar,East,P-009,Fun Dip,594,5,405,189
401,CA-1401,2025-05-19,2025-07-24,Second Class,CUST-237,USA,Mistyview,Missouri,34525,Sugar,West,P-007,SweeTARTS,899,7,413,486
402,CA-1402,2025-12-12,2026-03-03,First Class,CUST-025,USA,Port Anne,South Carolina,58335,Sugar,East,P-008,Nerds,780,8,132,648
403,CA-1403,2025-06-16,2025-09-20,Standard Class,CUST-280,USA,North Tyler,Oregon,58642,Other,Central,P-010,Fizzy Lifting Drinks,848,9,672,176
404,CA-1404,2025-04-08,2025-11-01,Standard Class,CUST-166,USA,Cookeville,Rhode Island,67804,Other,South,P-015,Kazookles,861,5,546,315
405,CA-1405,2025-06-09,2025-11-08,Standard Class,CUST-249,USA,Lake Michael,California,61081,Other,East,P-015,Kazookles,507,23,124,383
406,CA-1406,2025-04-24,2025-07-12,First Class,CUST-200,USA,West Diana,Massachusetts,79238,Chocolate,Central,P-005,Wonka Bar - Triple Dazzle Caramel,690,22,278,412
407,CA-1407,2025-04-18,2026-04-01,Standard Class,CUST-107,USA,New Samantha,Maryland,66649,Sugar,East,P-009,Fun Dip,415,24,42,373
408,CA-1408,2026-03-28,2025-08-27,First Class,CUST-173,USA,Hillchester,Mississippi,14100,Chocolate,Central,P-005,Wonka Bar - Triple Dazzle Caramel,373,7,314,59
409,CA-1409,2025-12-12,2026-01-12,First Class,CUST-014,USA,Leeville,New York,60668,Other,Central,P-013,Lickable Wallpaper,957,13,622,335
410,CA-1410,2025-06-24,2025-05-02,First Class,CUST-246,USA,Crawfordmouth,Nevada,02073,Sugar,Central,P-009,Fun Dip,314,14,58,256
411,CA-1411,2025-10-21,2026-01-03,First Class,CUST-155,USA,Nicholaschester,Arizona,45850,Sugar,Central,P-006,Laffy Taffy,863,29,477,386
412,CA-1412,2025-10-16,2025-09-14,Standard Class,CUST-113,USA,Port Mark,Nebraska,53785,Chocolate,South,P-001,Wonka Bar - Nutty Crunch Surprise,393,8,24,369
413,CA-1413,2025-05-30,2025-05-31,Second Class,CUST-137,USA,Vegaland,Nebraska,33430,Other,Central,P-015,Kazookles,181,28,108,73
414,CA-1414,2025-10-29,2025-07-04,Standard Class,CUST-280,USA,Lauriestad,Vermont,64944,Chocolate,East,P-001,Wonka Bar - Nutty Crunch Surprise,376,26,56,320
415,CA-1415,2025-10-12,2026-02-14,Standard Class,CUST-184,USA,North Scotttown,New Jersey,46430,Sugar,East,P-007,SweeTARTS,461,7,165,296
416,CA-1416,2026-01-12,2026-01-21,Second Class,CUST-058,USA,South Juan,Connecticut,52690,Chocolate,South,P-003,Wonka Bar - Scrumdiddlyumptious,798,19,686,112
417,CA-1417,2026-01-17,2025-12-02,Second Class,CUST-186,USA,South Nicole,South Dakota,39567,Chocolate,East,P-002,Wonka Bar - Fudge Mallows,774,9,38,736
418,CA-1418,2025-05-10,2026-02-15,Second Class,CUST-022,USA,Nancyland,Ohio,26513,Chocolate,South,P-001,Wonka Bar - Nutty Crunch Surprise,529,18,235,294
419,CA-1419,2025-05-30,2025-09-27,Standard Class,CUST-170,USA,Bushfort,Washington,25953,Sugar,Central,P-007,SweeTARTS,976,25,607,369
420,CA-1420,2025-08-11,2025-06-19,Second Class,CUST-171,USA,Port Thomas,Arkansas,68023,Other,West,P-010,Fizzy Lifting Drinks,490,29,302,188
421,CA-1421,2025-04-13,2026-01-25,First Class,CUST-057,USA,Paulborough,South Carolina,79494,Sugar,South,P-007,SweeTARTS,986,19,110,876
422,CA-1422,2025-04-14,2025-12-13,Second Class,CUST-078,USA,Michellestad,Arizona,12773,Sugar,Central,P-009,Fun Dip,953,6,589,364
423,CA-1423,2026-02-24,2026-02-04,Standard Class,CUST-238,USA,Taylorshire,Arkansas,34071,Sugar,Central,P-012,Hair Toffee,766,25,319,447
424,CA-1424,2026-03-10,2025-09-18,Standard Class,CUST-280,USA,Weaverview,Alabama,95676,Chocolate,West,P-002,Wonka Bar - Fudge Mallows,825,15,468,357
425,CA-1425,2025-12-16,2025-04-25,First Class,CUST-195,USA,Emilyport,South Dakota,41663,Chocolate,South,P-005,Wonka Bar - Triple Dazzle Caramel,108,30,36,72
426,CA-1426,2025-05-09,2026-03-28,Second Class,CUST-048,USA,Gordontown,Mississippi,36597,Sugar,Central,P-006,Laffy Taffy,906,18,99,807
427,CA-1427,2025-04-16,2025-09-25,Second Class,CUST-296,USA,East Rachel,West Virginia,63367,Other,Central,P-014,Wonka Gum,976,16,213,763
428,CA-1428,2025-04-11,2026-02-12,First Class,CUST-159,USA,Lake Carlbury,New Jersey,37845,Chocolate,Central,P-005,Wonka Bar - Triple Dazzle Caramel,230,21,178,52
429,CA-1429,2025-05-01,2025-12-07,First Class,CUST-030,USA,North Kayla,Kansas,96943,Sugar,West,P-006,Laffy Taffy,698,26,312,386
430,CA-1430,2025-05-23,2025-09-07,First Class,CUST-134,USA,Hallchester,New Mexico,46418,Sugar,South,P-007,SweeTARTS,127,21,23,104
431,CA-1431,2025-05-17,2025-05-01,Standard Class,CUST-113,USA,Maryshire,Pennsylvania,04802,Chocolate,Central,P-004,Wonka Bar - Milk Chocolate,175,13,52,123
432,CA-1432,2025-07-04,2025-07-17,First Class,CUST-075,USA,Hannahmouth,Alaska,42345,Sugar,East,P-009,Fun Dip,208,16,79,129
433,CA-1433,2026-01-29,2026-01-03,Standard Class,CUST-193,USA,Wardfurt,Wisconsin,44269,Other,Central,P-015,Kazookles,103,11,32,71
434,CA-1434,2026-01-07,2025-09-25,Standard Class,CUST-020,USA,Carlosstad,Wyoming,10799,Other,East,P-014,Wonka Gum,925,6,651,274
435,CA-1435,2026-03-09,2025-07-26,First Class,CUST-065,USA,Brookeberg,Florida,44819,Chocolate,West,P-001,Wonka Bar - Nutty Crunch Surprise,384,22,65,319
436,CA-1436,2025-11-05,2026-02-11,First Class,CUST-049,USA,North Leahhaven,Colorado,67387,Other,Central,P-010,Fizzy Lifting Drinks,117,20,42,75
437,CA-1437,2025-05-17,2026-01-23,Second Class,CUST-035,USA,Port Jason,Maryland,59627,Other,East,P-010,Fizzy Lifting Drinks,487,19,214,273
438,CA-1438,2026-01-23,2026-03-20,Second Class,CUST-047,USA,South Garyside,Utah,13505,Sugar,South,P-009,Fun Dip,641,19,37,604
439,CA-1439,2025-05-29,2025-11-07,First Class,CUST-116,USA,Mullenstad,Mississippi,87811,Sugar,South,P-009,Fun Dip,208,23,81,127
440,CA-1440,2025-09-15,2025-12-10,First Class,CUST-049,USA,Brooksfurt,Texas,21891,Other,Central,P-014,Wonka Gum,883,6,360,523
441,CA-1441,2025-04-18,2025-12-06,Standard Class,CUST-050,USA,Lake Michaelborough,Oregon,76338,Chocolate,East,P-001,Wonka Bar - Nutty Crunch Surprise,623,28,215,408
442,CA-1442,2026-01-30,2025-12-29,First Class,CUST-115,USA,Baldwinton,Maryland,97588,Chocolate,South,P-002,Wonka Bar - Fudge Mallows,744,17,191,553
443,CA-1443,2026-02-05,2025-06-28,First Class,CUST-120,USA,Port Gregory,Illinois,41133,Chocolate,West,P-005,Wonka Bar - Triple Dazzle Caramel,341,8,60,281
444,CA-1444,2026-01-29,2026-02-07,Second Class,CUST-128,USA,Tonystad,Florida,76884,Sugar,West,P-006,Laffy Taffy,174,18,115,59
445,CA-1445,2025-11-05,2025-12-17,Standard Class,CUST-064,USA,Kelleybury,North Carolina,05384,Other,South,P-013,Lickable Wallpaper,252,6,169,83
446,CA-1446,2025-11-28,2025-08-05,Standard Class,CUST-266,USA,Port Jennifer,Tennessee,84424,Sugar,East,P-009,Fun Dip,760,9,601,159
447,CA-1447,2026-02-04,2026-01-11,First Class,CUST-280,USA,Marshallside,New Jersey,88879,Sugar,South,P-012,Hair Toffee,343,20,83,260
448,CA-1448,2026-02-27,2025-08-26,Second Class,CUST-153,USA,Torresville,Alabama,19402,Chocolate,West,P-002,Wonka Bar - Fudge Mallows,749,24,270,479
449,CA-1449,2025-04-17,2025-04-27,Standard Class,CUST-050,USA,West Davidtown,Indiana,42233,Sugar,West,P-006,Laffy Taffy,102,5,41,61
450,CA-1450,2025-11-12,2025-10-14,Second Class,CUST-047,USA,Nathanton,Maryland,46437,Other,East,P-015,Kazookles,346,17,198,148
451,CA-1451,2025-10-03,2025-08-17,First Class,CUST-007,USA,South Jeffrey,Wyoming,43084,Sugar,South,P-006,Laffy Taffy,757,9,383,374
452,CA-1452,2025-08-12,2025-04-06,Standard Class,CUST-113,USA,Katelynport,New Mexico,25372,Other,East,P-015,Kazookles,797,27,44,753
453,CA-1453,2025-11-20,2025-07-06,First Class,CUST-055,USA,Leeberg,Iowa,52397,Other,South,P-014,Wonka Gum,478,23,156,322
454,CA-1454,2025-07-08,2025-12-26,Second Class,CUST-004,USA,Shanefort,Idaho,45581,Chocolate,East,P-004,Wonka Bar - Milk Chocolate,869,20,84,785
455,CA-1455,2025-11-24,2025-07-05,First Class,CUST-069,USA,West Amyport,Nebraska,37137,Sugar,East,P-012,Hair Toffee,487,19,191,296
456,CA-1456,2025-08-24,2025-04-27,First Class,CUST-033,USA,New Cynthia,Minnesota,23913,Sugar,South,P-009,Fun Dip,278,12,58,220
457,CA-1457,2025-05-14,2025-06-06,Second Class,CUST-281,USA,New Leahmouth,Oklahoma,39963,Chocolate,South,P-004,Wonka Bar - Milk Chocolate,586,5,448,138
458,CA-1458,2025-04-11,2025-04-12,Second Class,CUST-144,USA,Ralphfurt,Utah,82557,Other,East,P-010,Fizzy Lifting Drinks,407,18,216,191
459,CA-1459,2026-03-06,2025-10-17,Second Class,CUST-240,USA,Hallside,Maine,22836,Chocolate,West,P-001,Wonka Bar - Nutty Crunch Surprise,743,5,39,704
460,CA-1460,2026-01-18,2025-06-06,Standard Class,CUST-055,USA,Rhodesberg,Georgia,84013,Sugar,Central,P-006,Laffy Taffy,733,26,378,355
461,CA-1461,2026-01-15,2025-09-10,Second Class,CUST-063,USA,Lake Ashleyport,Missouri,74623,Sugar,East,P-011,Everlasting Gobstopper,456,26,213,243
462,CA-1462,2025-10-22,2025-12-20,Second Class,CUST-162,USA,South Christian,Michigan,95439,Chocolate,West,P-003,Wonka Bar - Scrumdiddlyumptious,258,16,32,226
463,CA-1463,2025-07-09,2026-03-29,First Class,CUST-058,USA,Monicaport,Kansas,40692,Other,Central,P-015,Kazookles,635,27,83,552
464,CA-1464,2025-11-15,2025-12-10,Standard Class,CUST-157,USA,Cortezhaven,Montana,41341,Other,West,P-013,Lickable Wallpaper,674,25,117,557
465,CA-1465,2025-09-06,2026-01-29,Standard Class,CUST-268,USA,South Kimberly,Tennessee,73220,Sugar,West,P-009,Fun Dip,399,17,296,103
466,CA-1466,2025-05-20,2025-05-29,Second Class,CUST-182,USA,Greenmouth,Mississippi,19179,Sugar,South,P-011,Everlasting Gobstopper,266,25,118,148
467,CA-1467,2026-01-17,2025-08-22,First Class,CUST-183,USA,East Rebeccafort,Nebraska,67475,Chocolate,East,P-002,Wonka Bar - Fudge Mallows,387,25,134,253
468,CA-1468,2025-07-19,2025-09-14,Standard Class,CUST-135,USA,New Emily,Tennessee,82348,Other,West,P-014,Wonka Gum,711,10,33,678
469,CA-1469,2025-09-28,2026-02-09,Standard Class,CUST-184,USA,New Jessica,Georgia,65660,Chocolate,East,P-002,Wonka Bar - Fudge Mallows,464,12,82,382
470,CA-1470,2025-05-12,2025-11-26,First Class,CUST-069,USA,East Rebeccabury,Missouri,55187,Sugar,East,P-011,Everlasting Gobstopper,596,24,179,417
471,CA-1471,2026-01-08,2025-12-18,Standard Class,CUST-244,USA,North Jennifer,Maryland,88489,Chocolate,South,P-002,Wonka Bar - Fudge Mallows,290,14,23,267
472,CA-1472,2026-03-15,2026-03-18,Second Class,CUST-047,USA,Millerton,Iowa,63819,Other,Central,P-013,Lickable Wallpaper,886,7,377,509
473,CA-1473,2025-05-02,2026-01-31,Standard Class,CUST-261,USA,South Seanside,Hawaii,07202,Other,Central,P-014,Wonka Gum,949,27,803,146
474,CA-1474,2025-09-20,2025-10-14,Second Class,CUST-129,USA,Campbellburgh,Indiana,73853,Other,South,P-015,Kazookles,560,30,213,347
475,CA-1475,2026-03-11,2025-10-18,Standard Class,CUST-091,USA,Lake William,Nevada,76134,Other,South,P-010,Fizzy Lifting Drinks,417,27,340,77
476,CA-1476,2025-11-10,2025-06-29,Second Class,CUST-125,USA,West Traci,Nebraska,90331,Other,Central,P-010,Fizzy Lifting Drinks,688,17,451,237
477,CA-1477,2026-01-17,2025-11-25,Second Class,CUST-271,USA,Beverlybury,Maryland,19470,Other,Central,P-010,Fizzy Lifting Drinks,838,10,572,266
478,CA-1478,2025-10-04,2025-12-07,Second Class,CUST-089,USA,East Gregoryberg,Oklahoma,60131,Sugar,West,P-006,Laffy Taffy,503,15,280,223
479,CA-1479,2025-11-08,2025-07-08,First Class,CUST-225,USA,Taylorton,Montana,90069,Other,East,P-010,Fizzy Lifting Drinks,252,25,102,150
480,CA-1480,2026-01-12,2025-06-19,First Class,CUST-084,USA,Port Donald,California,38632,Sugar,East,P-008,Nerds,123,10,26,97
481,CA-1481,2025-07-03,2025-11-29,Standard Class,CUST-190,USA,East Hollyville,Montana,82034,Sugar,Central,P-006,Laffy Taffy,316,10,227,89
482,CA-1482,2025-10-08,2025-04-18,Standard Class,CUST-181,USA,South Johnview,Georgia,71502,Sugar,Central,P-011,Everlasting Gobstopper,584,25,122,462
483,CA-1483,2025-08-30,2025-09-12,Standard Class,CUST-160,USA,East Brian,Missouri,97787,Other,West,P-013,Lickable Wallpaper,127,9,22,105
484,CA-1484,2025-05-17,2025-08-28,Second Class,CUST-295,USA,North Henry,Wyoming,88950,Sugar,Central,P-011,Everlasting Gobstopper,691,10,229,462
485,CA-1485,2025-09-10,2025-10-14,Second Class,CUST-016,USA,New Jonmouth,Nebraska,80496,Other,South,P-015,Kazookles,106,26,42,64
486,CA-1486,2025-08-12,2026-02-03,Standard Class,CUST-138,USA,South Danielmouth,Oklahoma,99303,Sugar,East,P-007,SweeTARTS,299,28,104,195
487,CA-1487,2025-09-29,2026-03-21,Second Class,CUST-205,USA,Port Robert,Oregon,70622,Chocolate,East,P-004,Wonka Bar - Milk Chocolate,324,6,176,148
488,CA-1488,2025-04-12,2026-01-21,Standard Class,CUST-271,USA,Morganport,Oregon,23921,Chocolate,South,P-004,Wonka Bar - Milk Chocolate,511,5,328,183
489,CA-1489,2025-05-13,2026-03-22,Standard Class,CUST-285,USA,East Kennethland,Michigan,52503,Chocolate,Central,P-004,Wonka Bar - Milk Chocolate,706,21,276,430
490,CA-1490,2025-10-05,2025-09-18,Second Class,CUST-098,USA,Payneside,South Carolina,17166,Chocolate,West,P-003,Wonka Bar - Scrumdiddlyumptious,175,6,53,122
491,CA-1491,2025-09-21,2025-07-06,First Class,CUST-005,USA,East Elizabethfurt,South Carolina,27989,Other,Central,P-010,Fizzy Lifting Drinks,894,20,562,332
492,CA-1492,2025-06-13,2025-11-04,First Class,CUST-165,USA,Kimberlyville,California,16164,Chocolate,Central,P-003,Wonka Bar - Scrumdiddlyumptious,649,21,349,300
493,CA-1493,2025-06-07,2025-07-25,Standard Class,CUST-251,USA,New Anna,New Jersey,21481,Sugar,South,P-006,Laffy Taffy,370,8,130,240
494,CA-1494,2025-04-14,2026-02-01,Second Class,CUST-275,USA,Jacobland,Tennessee,51149,Sugar,South,P-011,Everlasting Gobstopper,156,16,40,116
495,CA-1495,2026-04-01,2025-06-26,First Class,CUST-203,USA,South Johnburgh,Indiana,35697,Chocolate,Central,P-003,Wonka Bar - Scrumdiddlyumptious,564,21,407,157
496,CA-1496,2025-07-12,2025-08-02,First Class,CUST-175,USA,South Amber,South Carolina,80898,Sugar,West,P-006,Laffy Taffy,157,17,106,51
497,CA-1497,2025-12-04,2025-05-14,First Class,CUST-207,USA,New Donald,Oregon,23761,Chocolate,South,P-003,Wonka Bar - Scrumdiddlyumptious,316,12,203,113
498,CA-1498,2026-02-10,2025-08-14,First Class,CUST-090,USA,New Chloe,Indiana,93249,Chocolate,West,P-001,Wonka Bar - Nutty Crunch Surprise,833,18,186,647
499,CA-1499,2025-08-07,2026-03-08,First Class,CUST-225,USA,Bensonborough,Illinois,98070,Chocolate,South,P-005,Wonka Bar - Triple Dazzle Caramel,172,11,62,110
500,CA-1500,2025-04-04,2025-07-22,Second Class,CUST-263,USA,Port Anthony,Wisconsin,32271,Sugar,Central,P-009,Fun Dip,400,24,252,148
501,CA-1501,2025-09-26,2025-05-19,Second Class,CUST-140,USA,Lake Katherine,Maryland,92046,Sugar,Central,P-009,Fun Dip,461,21,373,88
502,CA-1502,2025-11-01,2025-06-16,Standard Class,CUST-045,USA,Amandaton,Maryland,08410,Other,East,P-013,Lickable Wallpaper,157,19,41,116
503,CA-1503,2025-10-22,2025-04-26,First Class,CUST-003,USA,Phillipsville,Illinois,19714,Sugar,West,P-011,Everlasting Gobstopper,316,20,104,212
504,CA-1504,2026-03-07,2025-10-17,Standard Class,CUST-043,USA,South Melaniebury,Oklahoma,51547,Sugar,Central,P-007,SweeTARTS,262,7,152,110
